,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,county,car_count
15236,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Kilkenny,127
15237,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Laois,104
15238,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Leitrim,36
15239,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Longford,55
15240,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Louth,293
15241,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Mayo,220
15242,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Meath,369
15243,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Monaghan,140
15244,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Offaly,91
15245,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Roscommon,62
15246,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Sligo,64
15247,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Westmeath,134
15248,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Wexford,168
15249,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Wicklow,187
15250,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Limerick,338
15251,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Waterford,130
15252,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Tipperary,240
15253,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Cork,717
15254,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Dublin,2499
15256,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Carlow,1
15257,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Cavan,0
15258,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Clare,0
15259,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Donegal,1
15260,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Galway,6
15261,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Kerry,1
15262,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Kildare,2
15263,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Kilkenny,4
15264,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Laois,4
15265,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Leitrim,0
15266,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Longford,3
15267,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Louth,8
15268,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Mayo,0
15269,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Meath,7
15270,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Monaghan,5
15271,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Offaly,2
15272,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Roscommon,1
15273,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Sligo,2
15274,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Westmeath,3
15275,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Wexford,2
15276,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Wicklow,10
15277,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Limerick,6
15278,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Waterford,0
15279,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Tipperary,3
15280,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Cork,7
15281,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chevrolet,All bands,Dublin,24
15283,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Carlow,0
15284,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Cavan,1
15285,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Clare,0
15286,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Donegal,2
15287,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Galway,1
15288,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Kerry,0
15289,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Kildare,0
15290,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Kilkenny,2
15291,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Laois,0
15292,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Leitrim,0
15293,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Longford,0
15294,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Louth,1
15295,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Mayo,1
15296,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Meath,0
15297,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Monaghan,2
15298,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Offaly,0
15299,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Roscommon,0
15300,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Sligo,0
15301,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Westmeath,0
15302,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Wexford,0
15303,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Wicklow,1
15304,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Limerick,1
15305,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Waterford,0
15306,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Tipperary,3
15307,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Cork,4
15308,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Chrysler,All bands,Dublin,8
15310,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Carlow,18
15311,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Cavan,44
15312,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Clare,78
15313,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Donegal,159
15314,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Galway,167
15315,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Kerry,70
15316,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Kildare,130
15317,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Kilkenny,22
15318,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Laois,49
15319,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Leitrim,24
15320,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Longford,35
15321,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Louth,77
15322,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Mayo,81
15323,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Meath,114
15324,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Monaghan,42
15325,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Offaly,38
15326,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Roscommon,31
15327,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Sligo,36
15328,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Westmeath,48
15329,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Wexford,91
15330,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Wicklow,72
15331,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Limerick,83
15332,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Waterford,34
15333,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Tipperary,100
15334,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Cork,206
15335,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Citroen,All bands,Dublin,448
15337,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Dacia,All bands,Carlow,1
