"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Kilkenny","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Laois","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Leitrim","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Longford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Louth","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Mayo","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Meath","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Monaghan","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Offaly","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Roscommon","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Sligo","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Westmeath","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Wexford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Wicklow","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Limerick","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Waterford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Tipperary","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Cork","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Dublin","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","All licensing authorities","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Carlow","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Cavan","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Clare","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Donegal","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Galway","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Kerry","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Kildare","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Kilkenny","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Laois","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Leitrim","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Longford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Louth","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Mayo","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Meath","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Monaghan","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Offaly","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Roscommon","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Sligo","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Westmeath","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Wexford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Wicklow","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Limerick","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Waterford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Tipperary","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Cork","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  D","Dublin","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","All licensing authorities","Number","1"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Carlow","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Cavan","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Clare","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Donegal","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Galway","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Kerry","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Kildare","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Kilkenny","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Laois","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Leitrim","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Longford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Louth","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Mayo","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Meath","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Monaghan","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Offaly","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Roscommon","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Sligo","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Westmeath","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Wexford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Wicklow","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Limerick","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Waterford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Tipperary","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Cork","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  E","Dublin","Number","1"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","All licensing authorities","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Carlow","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Cavan","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Clare","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Donegal","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Galway","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Kerry","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Kildare","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Kilkenny","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Laois","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Leitrim","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Longford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Louth","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Mayo","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Meath","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Monaghan","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Offaly","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Roscommon","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Sligo","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Westmeath","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Wexford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Wicklow","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Limerick","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Waterford","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Tipperary","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Cork","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  F","Dublin","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  G","All licensing authorities","Number","1"
"New Private Cars","2019","Up to 900 cc","All makes","Band  G","Carlow","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  G","Cavan","Number","1"
"New Private Cars","2019","Up to 900 cc","All makes","Band  G","Clare","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  G","Donegal","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  G","Galway","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  G","Kerry","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  G","Kildare","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  G","Kilkenny","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  G","Laois","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  G","Leitrim","Number","0"
