"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Longford","Number","549"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Louth","Number","2455"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Mayo","Number","1810"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Meath","Number","3413"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Monaghan","Number","900"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Offaly","Number","1307"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Roscommon","Number","4572"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Sligo","Number","1023"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Westmeath","Number","1869"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Wexford","Number","4341"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Wicklow","Number","2431"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Limerick","Number","3703"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Waterford","Number","3640"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Tipperary","Number","2802"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Cork","Number","13231"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Dublin","Number","44444"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","All licensing authorities","Number","327"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Carlow","Number","2"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Cavan","Number","2"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Clare","Number","3"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Donegal","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Galway","Number","6"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Kerry","Number","3"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Kildare","Number","19"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Kilkenny","Number","3"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Laois","Number","3"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Leitrim","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Longford","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Louth","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Mayo","Number","3"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Meath","Number","9"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Monaghan","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Offaly","Number","3"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Roscommon","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Sligo","Number","3"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Westmeath","Number","16"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Wexford","Number","5"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Wicklow","Number","19"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Limerick","Number","4"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Waterford","Number","4"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Tipperary","Number","7"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Cork","Number","26"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All other makes","All bands","Dublin","Number","183"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","All licensing authorities","Number","37"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Carlow","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Cavan","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Clare","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Donegal","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Galway","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Kerry","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Kildare","Number","3"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Kilkenny","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Laois","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Leitrim","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Longford","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Louth","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Mayo","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Meath","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Monaghan","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Offaly","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Roscommon","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Sligo","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Westmeath","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Wexford","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","Alfa Romeo","All bands","Wicklow","Number","1"
