,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,Licensing Authority,UNIT,VALUE
26478,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Sligo,Number,17.0
26479,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Westmeath,Number,17.0
26480,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Wexford,Number,37.0
26481,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Wicklow,Number,43.0
26482,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Limerick,Number,35.0
26483,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Waterford,Number,30.0
26484,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Tipperary,Number,51.0
26485,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Cork,Number,53.0
26486,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Dublin,Number,131.0
26487,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,All licensing authorities,Number,702.0
26488,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Carlow,Number,8.0
26489,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Cavan,Number,3.0
26490,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Clare,Number,13.0
26491,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Donegal,Number,22.0
26492,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Galway,Number,42.0
26493,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Kerry,Number,18.0
26494,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Kildare,Number,70.0
26495,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Kilkenny,Number,9.0
26496,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Laois,Number,11.0
26497,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Leitrim,Number,3.0
26498,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Longford,Number,3.0
26499,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Louth,Number,23.0
26500,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Mayo,Number,11.0
26501,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Meath,Number,33.0
26502,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Monaghan,Number,9.0
26503,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Offaly,Number,6.0
26504,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Roscommon,Number,5.0
26505,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Sligo,Number,3.0
26506,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Westmeath,Number,9.0
26507,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Wexford,Number,14.0
26508,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Wicklow,Number,26.0
26509,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Limerick,Number,23.0
26510,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Waterford,Number,12.0
26511,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Tipperary,Number,13.0
26512,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Cork,Number,68.0
26513,Second Hand Private Cars,2017,Up to 900 cc,All makes,All bands,Dublin,Number,245.0
26514,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,All licensing authorities,Number,654.0
26515,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Carlow,Number,7.0
26516,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Cavan,Number,3.0
26517,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Clare,Number,11.0
26518,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Donegal,Number,20.0
26519,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Galway,Number,39.0
26520,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Kerry,Number,17.0
26521,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Kildare,Number,65.0
26522,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Kilkenny,Number,8.0
26523,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Laois,Number,10.0
26524,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Leitrim,Number,2.0
26525,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Longford,Number,3.0
26526,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Louth,Number,22.0
26527,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Mayo,Number,10.0
26528,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Meath,Number,33.0
26529,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Monaghan,Number,8.0
26530,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Offaly,Number,6.0
26531,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Roscommon,Number,5.0
26532,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Sligo,Number,2.0
26533,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Westmeath,Number,9.0
26534,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Wexford,Number,13.0
26535,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Wicklow,Number,25.0
26536,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Limerick,Number,21.0
26537,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Waterford,Number,12.0
26538,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Tipperary,Number,11.0
26539,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Cork,Number,63.0
26540,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  A,Dublin,Number,229.0
26541,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,All licensing authorities,Number,36.0
26542,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Carlow,Number,0.0
26543,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Cavan,Number,0.0
26544,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Clare,Number,1.0
26545,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Donegal,Number,1.0
26546,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Galway,Number,2.0
26547,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Kerry,Number,1.0
26548,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Kildare,Number,5.0
26549,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Kilkenny,Number,1.0
26550,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Laois,Number,0.0
26551,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Leitrim,Number,0.0
26552,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Longford,Number,0.0
26553,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Louth,Number,1.0
26554,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Mayo,Number,1.0
26555,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Meath,Number,0.0
26556,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Monaghan,Number,1.0
26557,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Offaly,Number,0.0
26558,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Roscommon,Number,0.0
26559,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Sligo,Number,1.0
26560,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Westmeath,Number,0.0
26561,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Wexford,Number,1.0
26562,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Wicklow,Number,1.0
26563,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Limerick,Number,1.0
26564,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Waterford,Number,0.0
26565,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Tipperary,Number,2.0
26566,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Cork,Number,4.0
26567,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  B,Dublin,Number,12.0
26568,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,All licensing authorities,Number,0.0
26569,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Carlow,Number,0.0
26570,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Cavan,Number,0.0
26571,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Clare,Number,0.0
26572,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Donegal,Number,0.0
26573,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Galway,Number,0.0
26574,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Kerry,Number,0.0
26575,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Kildare,Number,0.0
26576,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Kilkenny,Number,0.0
26577,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Laois,Number,0.0
26578,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Leitrim,Number,0.0
26579,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Longford,Number,0.0
26580,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Louth,Number,0.0
26581,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Mayo,Number,0.0
26582,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Meath,Number,0.0
26583,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Monaghan,Number,0.0
26584,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Offaly,Number,0.0
26585,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Roscommon,Number,0.0
26586,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Sligo,Number,0.0
26587,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Westmeath,Number,0.0
26588,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Wexford,Number,0.0
26589,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Wicklow,Number,0.0
26590,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Limerick,Number,0.0
26591,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Waterford,Number,0.0
26592,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Tipperary,Number,0.0
26593,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Cork,Number,0.0
26594,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  C,Dublin,Number,0.0
26595,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,All licensing authorities,Number,2.0
26596,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Carlow,Number,0.0
26597,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Cavan,Number,0.0
26598,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Clare,Number,1.0
26599,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Donegal,Number,0.0
26600,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Galway,Number,0.0
26601,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Kerry,Number,0.0
26602,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Kildare,Number,0.0
26603,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Kilkenny,Number,0.0
26604,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Laois,Number,0.0
26605,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Leitrim,Number,0.0
26606,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Longford,Number,0.0
26607,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Louth,Number,0.0
26608,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Mayo,Number,0.0
26609,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Meath,Number,0.0
26610,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Monaghan,Number,0.0
26611,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Offaly,Number,0.0
26612,Second Hand Private Cars,2017,Up to 900 cc,All makes,Band  D,Roscommon,Number,0.0
